conflict_id,entity_candidate,transport_mode,conflict_field,source_pair,source_a,value_a,source_b,value_b,delta_metric,resolution_status,resolution_action,requires_manual_review
CONF_0223,Koyambedu Mofussil Bus Terminal <-> M.G.R.Koyambedu Bus Terminus,bus,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(13.066402, 80.2049735)",CHENNAI_COMMUNITY_GTFS,"(13.0688, 80.2052)",267.8m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0224,Koyambedu Mofussil Bus Terminal <-> M.G.R.Koyambedu Bus Terminus,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,Koyambedu Mofussil Bus Terminal,CHENNAI_COMMUNITY_GTFS,M.G.R.Koyambedu Bus Terminus,similarity=67.8%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0225,Anna Nagar West <-> Annanagar Depot,bus,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(13.0937546, 80.1984937)",CHENNAI_COMMUNITY_GTFS,"(13.09567, 80.19791)",222.2m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0226,Anna Nagar West <-> Annanagar Depot,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,Anna Nagar West,CHENNAI_COMMUNITY_GTFS,Annanagar Depot,similarity=80.0%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0227,V House Bus Terminus <-> Vivekananda House Terminus,bus,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(13.0512112, 80.2778386)",CHENNAI_COMMUNITY_GTFS,"(13.05065, 80.27957)",197.7m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0228,V House Bus Terminus <-> Vivekananda House Terminus,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,V House Bus Terminus,CHENNAI_COMMUNITY_GTFS,Vivekananda House Terminus,similarity=82.4%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0229,Ayanavaram MTC Terminus <-> Ayanavaram Depot,bus,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(13.0985912, 80.2420039)",CHENNAI_COMMUNITY_GTFS,"(13.09883, 80.24058)",156.5m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0230,Ayanavaram MTC Terminus <-> Ayanavaram Depot,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,Ayanavaram MTC Terminus,CHENNAI_COMMUNITY_GTFS,Ayanavaram Depot,similarity=76.9%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0231,"Madhavaram Mofussil Bus Terminus <-> Madhavarm APSRTC , TNSTC Bus Terminus",bus,coordinates,OSM_OVERPASS <-> OSM_OVERPASS,OSM_OVERPASS,"(13.1461042, 80.2216999)",OSM_OVERPASS,"(13.1455665, 80.2213643)",70.0m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0232,"Madhavaram Mofussil Bus Terminus <-> Madhavarm APSRTC , TNSTC Bus Terminus",bus,station_name,OSM_OVERPASS <-> OSM_OVERPASS,OSM_OVERPASS,Madhavaram Mofussil Bus Terminus,OSM_OVERPASS,"Madhavarm APSRTC , TNSTC Bus Terminus",similarity=69.6%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0233,Madhavaram Mofussil Bus Terminus <-> M.M.B.T Madhavarm Bus Terminus,bus,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(13.1461042, 80.2216999)",CHENNAI_COMMUNITY_GTFS,"(13.14549, 80.22146)",73.1m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0234,Madhavaram Mofussil Bus Terminus <-> M.M.B.T Madhavarm Bus Terminus,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,Madhavaram Mofussil Bus Terminus,CHENNAI_COMMUNITY_GTFS,M.M.B.T Madhavarm Bus Terminus,similarity=71.0%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0235,Thirovttriyur MTC Terminus <-> Thiruvottriyur Depot,bus,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(13.1721641, 80.3050914)",CHENNAI_COMMUNITY_GTFS,"(13.17247, 80.30476)",49.4m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0236,Thirovttriyur MTC Terminus <-> Thiruvottriyur Depot,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,Thirovttriyur MTC Terminus,CHENNAI_COMMUNITY_GTFS,Thiruvottriyur Depot,similarity=60.9%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0237,Ennore MTC Terminus <-> Ennore Depot,bus,coordinates,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,"(13.214722, 80.320837)",CHENNAI_COMMUNITY_GTFS,"(13.21569, 80.3209)",107.9m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0238,Ennore MTC Terminus <-> Ennore Depot,bus,station_name,OSM_OVERPASS <-> CHENNAI_COMMUNITY_GTFS,OSM_OVERPASS,Ennore MTC Terminus,CHENNAI_COMMUNITY_GTFS,Ennore Depot,similarity=66.7%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0239,Alandur Depot <-> Alandur Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.99584, 80.18871)",CHENNAI_COMMUNITY_GTFS,"(12.99719, 80.1906)",253.9m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0240,Annanagar Depot <-> Anna Nagar West Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.09567, 80.19791)",CHENNAI_COMMUNITY_GTFS,"(13.0937, 80.19842)",225.9m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0241,Annanagar Depot <-> Anna Nagar West Depot,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Annanagar Depot,CHENNAI_COMMUNITY_GTFS,Anna Nagar West Depot,similarity=83.3%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0242,Annanagar Depot <-> Anna Nagar West Terminus,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.09567, 80.19791)",CHENNAI_COMMUNITY_GTFS,"(13.09383, 80.19814)",206.1m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0243,Annanagar Depot <-> Anna Nagar West Terminus,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Annanagar Depot,CHENNAI_COMMUNITY_GTFS,Anna Nagar West Terminus,similarity=61.5%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0244,Annanagar Depot <-> Anna Nagar West Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.09567, 80.19791)",CHENNAI_COMMUNITY_GTFS,"(13.09403, 80.19878)",205.3m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0245,Annanagar Depot <-> Anna Nagar West Depot,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Annanagar Depot,CHENNAI_COMMUNITY_GTFS,Anna Nagar West Depot,similarity=83.3%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0246,Tondairpet-1 Depot <-> Tondiarpet Bus Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.13131, 80.29319)",CHENNAI_COMMUNITY_GTFS,"(13.13195, 80.29183)",163.6m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0247,Tondairpet-1 Depot <-> Tondiarpet Bus Depot,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Tondairpet-1 Depot,CHENNAI_COMMUNITY_GTFS,Tondiarpet Bus Depot,similarity=78.9%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0248,Thiruvanmiyur Depot <-> Thiruvanmiyur Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.9875, 80.25919)",CHENNAI_COMMUNITY_GTFS,"(12.98641, 80.25802)",175.4m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0249,Kilambakkam Depot <-> Kilambakkam Bus Terminus,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.87309, 80.07951)",CHENNAI_COMMUNITY_GTFS,"(12.87429, 80.07804)",207.8m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0250,Kilambakkam Depot <-> Kilambakkam Bus Terminus,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Kilambakkam Depot,CHENNAI_COMMUNITY_GTFS,Kilambakkam Bus Terminus,similarity=78.6%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0251,Adyar Depot <-> Adyar (Depot),bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.9991, 80.25638)",CHENNAI_COMMUNITY_GTFS,"(12.99683, 80.25611)",254.1m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0252,Adyar Depot <-> Adyar (Depot),bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.9991, 80.25638)",CHENNAI_COMMUNITY_GTFS,"(12.99697, 80.25696)",245.0m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0253,Adyar Depot <-> Adyar (Depot),bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.9988, 80.25588)",CHENNAI_COMMUNITY_GTFS,"(12.99683, 80.25611)",220.5m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0254,Adyar Depot <-> Adyar (Depot),bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.9988, 80.25588)",CHENNAI_COMMUNITY_GTFS,"(12.99697, 80.25696)",234.7m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0255,Ennore Depot <-> Ennore Bus Terminus,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.21569, 80.3209)",CHENNAI_COMMUNITY_GTFS,"(13.21478, 80.32088)",101.2m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0256,Ennore Depot <-> Ennore Bus Terminus,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Ennore Depot,CHENNAI_COMMUNITY_GTFS,Ennore Bus Terminus,similarity=66.7%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0257,Iyyappanthangal Bus Terminus <-> Iyyapanthangal Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.03753, 80.13477)",CHENNAI_COMMUNITY_GTFS,"(13.03709, 80.13445)",60.0m,AUTO_RESOLVED,Resolved to authoritative operator / surveyed platform coordinates over street interpolation.,False
CONF_0258,Iyyappanthangal Bus Terminus <-> Iyyapanthangal Depot,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Iyyappanthangal Bus Terminus,CHENNAI_COMMUNITY_GTFS,Iyyapanthangal Depot,similarity=62.5%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0259,Ayanavaram Bus Terminus <-> Ayanavaram Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.09807, 80.24187)",CHENNAI_COMMUNITY_GTFS,"(13.09883, 80.24058)",163.3m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0260,Ayanavaram Bus Terminus <-> Ayanavaram Depot,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Ayanavaram Bus Terminus,CHENNAI_COMMUNITY_GTFS,Ayanavaram Depot,similarity=76.9%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0261,Thiyagaraya Nagar Depot <-> Thiyagaraya Nagar Bus Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.03388, 80.23004)",CHENNAI_COMMUNITY_GTFS,"(13.03502, 80.23094)",159.9m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0262,Thiyagaraya Nagar Depot <-> Thiyagaraya Nagar Bus Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.03388, 80.23004)",CHENNAI_COMMUNITY_GTFS,"(13.03499, 80.23094)",157.3m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0263,Airport Metro <-> Chennai Airport Metro,metro,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.98027, 80.16373)",CHENNAI_COMMUNITY_GTFS,"(12.98178, 80.16326)",175.5m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0264,Madhavaram New Bus Depot <-> Madhavaram Village Bus Terminus,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Madhavaram New Bus Depot,CHENNAI_COMMUNITY_GTFS,Madhavaram Village Bus Terminus,similarity=73.7%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0265,Thiyagaraya Nagar Bus Depot <-> Thiyagaraya Nagar Bus Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.03502, 80.23094)",CHENNAI_COMMUNITY_GTFS,"(13.03367, 80.23055)",155.9m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0266,Avadi Bus Terminus <-> Avadi Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.11966, 80.10169)",CHENNAI_COMMUNITY_GTFS,"(13.1207, 80.10172)",115.7m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0267,Avadi Bus Terminus <-> Avadi Depot,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Avadi Bus Terminus,CHENNAI_COMMUNITY_GTFS,Avadi Depot,similarity=62.5%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0268,Avadi Bus Terminus <-> Avadi Bus Terminus,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.11966, 80.10169)",CHENNAI_COMMUNITY_GTFS,"(13.11921, 80.09954)",238.1m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0269,Avadi Depot <-> Avadi Bus Terminus,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.1207, 80.10172)",CHENNAI_COMMUNITY_GTFS,"(13.11921, 80.09954)",288.4m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0270,Avadi Depot <-> Avadi Bus Terminus,bus,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Avadi Depot,CHENNAI_COMMUNITY_GTFS,Avadi Bus Terminus,similarity=62.5%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0271,Ayanavaram Depot <-> Ayanavaram Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.09883, 80.24058)",CHENNAI_COMMUNITY_GTFS,"(13.09846, 80.24225)",185.5m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0272,Thiyagaraya Nagar Bus Depot <-> Thiyagaraya Nagar Bus Depot,bus,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(13.03499, 80.23094)",CHENNAI_COMMUNITY_GTFS,"(13.03367, 80.23055)",152.7m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0273,Metro Grand City2ndt Avenue <-> Metro Grand City 4th Main Road,metro,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.98396, 80.10449)",CHENNAI_COMMUNITY_GTFS,"(12.98514, 80.10542)",165.4m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0274,Metro Grand City2ndt Avenue <-> Metro Grand City 4th Main Road,metro,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Metro Grand City2ndt Avenue,CHENNAI_COMMUNITY_GTFS,Metro Grand City 4th Main Road,similarity=66.7%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0275,Metro Grand City2ndt Avenue <-> Metro Grand City 4th Main Road,metro,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.98396, 80.10449)",CHENNAI_COMMUNITY_GTFS,"(12.98508, 80.10569)",180.0m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0276,Metro Grand City2ndt Avenue <-> Metro Grand City 4th Main Road,metro,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Metro Grand City2ndt Avenue,CHENNAI_COMMUNITY_GTFS,Metro Grand City 4th Main Road,similarity=66.7%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0277,Metro Grand City2ndt Avenue <-> Metro Grand City 1st Avenue,metro,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.98396, 80.10449)",CHENNAI_COMMUNITY_GTFS,"(12.98561, 80.10655)",288.9m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0278,Metro Grand City2ndt Avenue <-> Metro Grand City 1st Avenue,metro,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Metro Grand City2ndt Avenue,CHENNAI_COMMUNITY_GTFS,Metro Grand City 1st Avenue,similarity=85.2%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0279,Metro Grand City 4th Main Road <-> Metro Grand City 2nd Main Road,metro,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.98514, 80.10542)",CHENNAI_COMMUNITY_GTFS,"(12.98596, 80.10805)",299.2m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0280,Metro Grand City 4th Main Road <-> Metro Grand City 1st Avenue,metro,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.98514, 80.10542)",CHENNAI_COMMUNITY_GTFS,"(12.98561, 80.10655)",133.1m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0281,Metro Grand City 4th Main Road <-> Metro Grand City 1st Avenue,metro,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Metro Grand City 4th Main Road,CHENNAI_COMMUNITY_GTFS,Metro Grand City 1st Avenue,similarity=74.4%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0282,Metro Grand City 4th Main Road <-> Metro Grand City 1st Avenue,metro,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.98514, 80.10542)",CHENNAI_COMMUNITY_GTFS,"(12.98584, 80.10659)",148.8m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0283,Metro Grand City 4th Main Road <-> Metro Grand City 1st Avenue,metro,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Metro Grand City 4th Main Road,CHENNAI_COMMUNITY_GTFS,Metro Grand City 1st Avenue,similarity=74.4%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0284,Metro Grand City 4th Main Road <-> Metro Grand City 2nd Main Road,metro,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.98514, 80.10542)",CHENNAI_COMMUNITY_GTFS,"(12.98599, 80.10769)",263.5m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0285,Metro Grand City 4th Main Road <-> Metro Grand City 2nd Main Road,metro,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.98508, 80.10569)",CHENNAI_COMMUNITY_GTFS,"(12.98596, 80.10805)",273.8m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0286,Metro Grand City 4th Main Road <-> Metro Grand City 1st Avenue,metro,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.98508, 80.10569)",CHENNAI_COMMUNITY_GTFS,"(12.98561, 80.10655)",110.3m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
CONF_0287,Metro Grand City 4th Main Road <-> Metro Grand City 1st Avenue,metro,station_name,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,Metro Grand City 4th Main Road,CHENNAI_COMMUNITY_GTFS,Metro Grand City 1st Avenue,similarity=74.4%,AUTO_RESOLVED,Preserved secondary spelling/variant as searchable alias under canonical name.,False
CONF_0288,Metro Grand City 4th Main Road <-> Metro Grand City 1st Avenue,metro,coordinates,CHENNAI_COMMUNITY_GTFS <-> CHENNAI_COMMUNITY_GTFS,CHENNAI_COMMUNITY_GTFS,"(12.98508, 80.10569)",CHENNAI_COMMUNITY_GTFS,"(12.98584, 80.10659)",129.0m,UNRESOLVED_NONBLOCKING,Facility span / multi-entrance coordinate variation (100m-500m). Surveyed OSM/operator coordinates preferred.,True
